OBJECTID,ID,SPECIES,STREET,HOUSE_NUMBER,TOWN,SEASON_PLANTED,ObservationDate_baseline,SiteType_baseline,LandUse_baseline,DBH_baseline,DBH_Height_baseline,DBH2_baseline,DBH2_Height_baseline,Height_baseline,Width_baseline,Mortality_baseline,BasalSprouts_baseline,Vigor_baseline,Condition_baseline,Comments_baseline,LocationNotes,SiteType_2023,LandUse_2023,DBH_2023,DBH_Height_2023,DBH2_2023,DBH2_Height_2023,Height_2023,Width_2023,Mortality_2023,BasalSprouts_2023,Vigor_2023,Condition_2023,Comments_2023,Crew_Initials_2023,ObservationDate_2023,Editor,SHADE,ORNAMENTAL,EVERGREEN,LONGITUDE,LATITUDE,POINT_X,POINT_Y,Scientific.Name,geometry,FORESTER
5855,3216,Honeylocust,NEW BOND ST,88,Worcester,Fall 2010,6/16/2014,FY,SFR-D,2.4,4.5,NA,,18,8.8,Alive,N,2,Fair,Need to check dieback. Surrounding is crowded with other plants. Has vines on stem.,Front left in mulched area,FY,SFR-D,4.1,38,NA,NA,37.6,20,Alive,N,1,Good,NA,JA CK FW,10/4/2023,JaAndrews_clarku,1,0,0,174362.2642,895307.1746,-71.81095909,42.30782738,Gleditsia triacanthos,,AP
1336,13432,Dogwood,AIRLIE ST,71,Worcester,Spring 2011,6/23/2015,Back Yard,Single-family,0.59,4.5,0,,8,10.20833333,Alive,N,1,Good,No flowers  ,,BY,SFR-D,4.4,6,1.5,6,15.7,22.25,Alive,Y,1,Good,"Multiple trunks, branches out",AP AN RC,6/6/2023,apai_clarku,0,1,0,175660.6653,895308.2602,-71.79521101,42.30787869,Cornus florida,,NT
2163,1053264,Honeylocust,SACHEM AVE,12,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Unknown,N,,,,AP RC CK,6/13/2023,apai_clarku,1,0,0,176561.5096,895312.8384,-71.78428497,42.30794746,Gleditsia triacanthos,,LC
1334,13430,Carolina Silverbell,AIRLIE ST,71,Worcester,Spring 2011,6/23/2015,Back Yard,Single-family,1.61,4.5,0,,12.41666667,9.333333333,Alive,N,1,Good,  ,,BY,SFR-D,6.3,14,2.1,14,13.3,14.5,Alive,N,2,Fair,"Too close to another tree so the branches that are next to it are all dead, those branches are also curving out away from the tree next to it, so not really natural growth.",AP AN RC,6/6/2023,apai_clarku,0,1,0,175671.8024,895312.9163,-71.79507612,42.30792096,Halesia carolina,,LC
2274,1053948,Tulip,CLARK ST,59,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,13.8,54,0,0,40,25,Alive,N,1,Good,,CB RC TH AR,6/20/2023,THonnef_clarku,1,0,0,176372.7294,895313.15,-71.78657467,42.30794458,Liriodendron tulipifera,,NT
1346,13442,Serviceberry,AIRLIE ST,87,Worcester,Spring 2011,6/23/2015,Back Yard,Single Family,0.4,4.5,0,,6.833333333,7.791666667,Alive,N,1,Good,  ,,BY,SFR-D,3.3,34,0,0,10.1,16.25,Alive,N,1,Good,,CB RC AR,7/6/2023,CBate_clarku,0,1,0,175719.1484,895313.6021,-71.7945019,42.30792861,Amelanchier spp.,,CP
2099,1052979,Dawn Redwood,ACUSHNET AVE,5,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,9.9,54,0,0,34.2,31,Alive,N,1,Good,Really cool tree,AP RC CK,6/13/2023,apai_clarku,0,0,1,176548.3091,895316.312,-71.78444521,42.30797834,Metasequoia glyptostroboides,,MW
1023,11921,Hornbeam,GREENDALE AVE,42,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.3,44,1.1,44,18.9,13.5,Alive,Y,1,Good,,CB RC AR,7/6/2023,CBate_clarku,1,0,0,175739.104,895316.5249,-71.79425998,42.30795554,Carpinus betulus,,NT
2220,1053586,Pin Oak,CLARK ST,59,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,CB RC TH AR,6/20/2023,THonnef_clarku,1,0,0,176356.435,895317.348,-71.78677248,42.30798188,Quercus palustris,,NT
210,1906,Honeylocust,CONSTITUTION AVE,156,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,MP,MFR,0,0,0,0,0,0,Removed,N,,,,KSJARC,6/29/2023,racolon_clarku,1,0,0,177610.8539,895317.3799,-71.77155775,42.30801913,Gleditsia triacanthos,,CP
2098,1052977,Blackgum,ACUSHNET AVE,5,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Unknown,N,,,,AP RC CK,6/13/2023,apai_clarku,1,0,0,176553.1517,895318.0257,-71.78438655,42.30799391,Nyssa sylvatica,,MW
1338,13434,Dogwood,AIRLIE ST,71,Worcester,Spring 2011,6/25/2014,Back Yard,Single-family,0,0,0,0,0,0,Removed,N,,,  ,,BY,SFR-D,4.6,18,1,18,15.5,18.5,Alive,Y,1,Fair,Not removed? Replaced??,AP AN RC,6/6/2023,apai_clarku,0,1,0,175660.4648,895318.6241,-71.79521388,42.30797199,Cornus florida,,NT
5858,3218,Kousa Dogwood,NEW BOND ST,88,Worcester,Fall 2010,6/16/2014,BY,SFR-D,1.7,3.5,NA,,10,6.5,Alive,N,1,Good,,left side backyard in mulched area behind apple,SY,SFR-D,6,19,NA,NA,15.3,20,Alive,N,1,Good,NA,JA CK FW,10/4/2023,JaAndrews_clarku,0,1,0,174361.8538,895319.7196,-71.81096462,42.30794031,Cornus kousa,,KB
9,969,Red Oak,AIRLIE ST,87,Worcester,Fall 2010,6/23/2015,Back Yard,Single Family,0.81,4.5,0,,7,5.916666667,Alive,N,1,Good,Leaning  ,,BY,SFR-D,7.2,0,0,0,32.6,20,Alive,N,1,Good,,CB RC AR,7/6/2023,ANelson_clarku,1,0,0,175722.0771,895319.8212,-71.79446664,42.30798469,Quercus rubra,,KB
1216,13054,Cherry,CONSTITUTION AVE,300,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,MP,MFR,5.2,54,0,0,13.1,12.5,Alive,N,2,Poor,,KSJARC,6/29/2023,racolon_clarku,0,1,0,177380.3756,895320.6667,-71.77435333,42.30804208,Prunus spp.,,CP/MW
989,11608,Beech,CHATHAM VILLAGE RD,14,Worcester,Fall 2011,,front yard,single family,1.45,2.583333333,NA,,18,16.41666667,Alive,N,1,Good,  ,,FY,SFR-D,5,22,0,0,14.5,15,Alive,N,1,Good,White fuzz,AR AN NG,6/7/2023,NGeron_clarku,1,0,0,176102.181,895321.0671,-71.78985645,42.30800762,Fagus sylvatica,,MW
5859,3209,Japanese Tree Lilac,NEW BOND ST,84,Worcester,Fall 2010,6/16/2014,FY,SFR-D,2.1,4.5,NA,,12,5.1,Alive,N,1,Good,,rt side of yard in line with forcythia in bare spot,FY,SFR-D,4.3,54,NA,NA,NA,12,Alive,Y,1,Good,NA,JA CK FW,10/4/2023,JaAndrews_clarku,0,0,1,174413.4112,895322.3637,-71.81033941,42.3079658,Syringa reticulata,,AP
2275,1053949,Tulip,CLARK ST,59,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,9.8,54,0,0,34,23.25,Alive,N,1,Good,,CB RC TH AR,6/20/2023,THonnef_clarku,1,0,0,176364.9434,895322.388,-71.78666949,42.30802751,Liriodendron tulipifera,,NT
1089,12464,Juniper,AIRLIE ST,47,Worcester,Fall 2011,6/23/2015,Back Yard,Single-family,1.61,4.5,0,,10.16666667,6.875,Alive,N,2,Fair,  ,,BY,SFR-D,5.7,41,0,0,20,14,Alive,N,1,Fair,b'56696e65732067726f77696e6720696e746f206272616e636865732e20446f65736e89dbaa74207365656d20746f20626520636f6e73747261696e696e672067726f7774682e2042657272696573206f6e206272616e636865732e',KS AP CK,6/7/2023,KSmart_clarku,0,0,1,175555.0512,895322.5463,-71.79649259,42.30800401,Juniperus virginiana,,AS
1345,13441,Serviceberry,AIRLIE ST,87,Worcester,Spring 2011,6/23/2015,Back Yard,Single Family,1.3,4.5,0,,9.166666667,8.625,Alive,N,1,Good,  ,,BY,SFR-D,1.3,40,1,40,8,17.5,Alive,N,1,Good,,CB RC AR,7/6/2023,CBate_clarku,0,1,0,175718.37,895322.6722,-71.79451172,42.30801024,Amelanchier spp.,,CP
1335,13431,Carolina Silverbell,AIRLIE ST,71,Worcester,Spring 2011,6/23/2015,Back Yard,Single-family,1.23,4.5,0,,9,8.875,Alive,N,1,Good,  ,,BY,SFR-D,6.6,26,0,0,19.7,16.33,Alive,N,1,Good,"Crowded, looks pruned",AP AN RC,6/6/2023,apai_clarku,0,1,0,175671.0014,895323.4567,-71.79508628,42.30801583,Halesia carolina,,LC
2162,1053262,Serviceberry,SACHEM AVE,12,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Unknown,N,,,,AP RC CK,6/13/2023,apai_clarku,0,1,0,176584.4415,895325.4108,-71.78400734,42.30806133,Amelanchier spp.,,LC
1337,13433,Sweetgum,AIRLIE ST,71,Worcester,Spring 2011,6/23/2015,Back Yard,Single-family,0,,0,,0,0,Standing Dead,Y,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Not to be found, we assumed it was removed",AP AN RC,6/6/2023,apai_clarku,1,0,0,175660.0356,895325.8806,-71.79521939,42.30803731,Liquidambar styraciflua,,NT
2164,1053265,Zelkova,SACHEM AVE,12,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Unknown,N,,,,AP RC CK,6/13/2023,apai_clarku,1,0,0,176558.2724,895326.1627,-71.78432477,42.30806732,Zelkova serrata,,LC
5860,3217,Japanese Tree Lilac,NEW BOND ST,88,Worcester,Fall 2010,6/16/2014,BY,SFR-D,2.1,4.5,NA,,13,5.65,Alive,N,1,Good,,Right side of back yard,BY,SFR-D,6.5,54,NA,NA,23.2,13,Alive,N,2,Fair,Vertical crack in trunk ,JA CK FW,10/4/2023,JaAndrews_clarku,0,0,1,174378.6566,895326.3164,-71.81076112,42.30800025,Syringa reticulata,,AP
10,970,White Fir,AIRLIE ST,93,Worcester,Fall 2010,6/24/2015,Back Yard,Single-family,3,4.5,0,,10.58333333,7.25,Alive,N,1,Good, Birds nest in tree ,,BY,SFR-D,9.3,54,0,0,23,16,Alive,N,1,Good,"Looking healthy, bottom of the back was wrecked by nephew",,6/6/2023,apai_clarku,0,0,1,175770.6572,895326.8962,-71.79387771,42.30804989,Abies concolor,,N/A
11,971,White Fir,AIRLIE ST,93,Worcester,Fall 2010,6/24/2015,Back Yard,Single-family,3.05,4.5,0,,11.5,6.770833333,Alive,N,1,Good,  ,,BY,SFR-D,9.9,54,0,0,23,15,Alive,N,2,Fair,"Bottom is bare and some needles are red, no chemicals used, not much pruning,",AP RC AN,6/6/2023,apai_clarku,0,0,1,175765.7972,895326.9881,-71.79393666,42.30805057,Abies concolor,,N/A
1213,13051,Cherry,CONSTITUTION AVE,300,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,MP,MFR,5.2,54,0,0,15,10.5,Alive,N,2,Poor,,KSJARC,6/29/2023,racolon_clarku,0,1,0,177396.211,895327.2422,-71.77416152,42.30810174,Prunus spp.,,CP/MW
1347,13443,Sweetgum,AIRLIE ST,87,Worcester,Spring 2011,6/25/2014,Back Yard,Single-family,0,0,0,0,0,0,Removed,N,,,  ,,BY,SFR-D,5.6,0,0,0,23.2,17.75,Alive,N,1,Good,bittersweet vines,CB RC AR,7/6/2023,CBate_clarku,1,0,0,175733.3529,895327.6926,-71.7943302,42.3080559,Liquidambar styraciflua,,AS
988,11607,Beech,CHATHAM VILLAGE RD,14,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,7.2,30,0,0,21.1,18.75,Alive,N,1,Good,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,1,0,0,176125.8015,895329.5577,-71.78957031,42.30808479,Fagus sylvatica,,MW
184,1748,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176044.9542,895330.716,-71.79055095,42.30809274,Thuja occidentalis,,KB
172,1736,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176043.4667,895331.7622,-71.79056903,42.30810211,Thuja occidentalis,,KB
183,1747,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176044.37,895332.1529,-71.79055809,42.30810566,Thuja occidentalis,,KB
175,1739,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176042.3765,895332.5013,-71.79058228,42.30810873,Thuja occidentalis,,KB
990,11609,Ginkgo,CHATHAM VILLAGE RD,14,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2.9,35,0,0,15.5,8.5,Alive,N,1,Good,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,1,0,0,176115.1199,895332.9712,-71.78970001,42.30811519,Ginkgo biloba,,MW
170,1734,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176043.1418,895333.8041,-71.79057306,42.30812048,Thuja occidentalis,,KB
180,1744,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176043.3425,895335.5647,-71.7905707,42.30813634,Thuja occidentalis,,KB
178,1742,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176042.2319,895335.8598,-71.79058418,42.30813896,Thuja occidentalis,,KB
179,1743,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176040.7329,895336.1649,-71.79060237,42.30814166,Thuja occidentalis,,KB
1212,13050,Cherry,CONSTITUTION AVE,300,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,MP,MFR,0,0,0,0,0,0,Removed,N,,,,KSJARC,6/29/2023,racolon_clarku,0,1,0,177416.6153,895336.3959,-71.7739144,42.30818473,Prunus spp.,,CP/MW
169,1733,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176042.3218,895336.7812,-71.79058313,42.30814726,Thuja occidentalis,,KB
182,1746,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176041.3791,895337.7716,-71.7905946,42.30815615,Thuja occidentalis,,KB
174,1738,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176041.6004,895338.2071,-71.79059193,42.30816008,Thuja occidentalis,,KB
5863,3220,Serviceberry,NEW BOND ST,88,Worcester,Fall 2010,6/16/2014,Natural Area,SFR-D,NA,,NA,,NA,NA,Alive,N,4,Poor,"Almost entirely buried and weighed by underbrush and invasive plants and vines, bending because of the weight of other plants, tree has barely any leaves, inaccessible because of surounding underbrush",row behind wall,Natural Area,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,JA CK FW,10/4/2023,JaAndrews_clarku,0,0,1,174369.0897,895338.4772,-71.81087769,42.30810942,Amelanchier spp.,,KB
181,1745,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176040.1518,895339.5383,-71.79060956,42.30817202,Thuja occidentalis,,KB
5865,3208,Dawn Redwood,NEW BOND ST,84,Worcester,Fall 2010,6/16/2014,BY,SFR-D,2.1,4.5,NA,,13,9.6,Alive,N,1,Good,,back yd between shed and prop line on lt side,BY,SFR-D,9.6,54,NA,NA,42.9,29.5,Alive,N,1,Good,NA,JA CK FW,10/4/2023,JaAndrews_clarku,1,0,0,174389.108,895340.9531,-71.810635,42.30813237,Metasequoia glyptostroboides,,AP
173,1737,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176039.0792,895341.4598,-71.79062265,42.30818928,Thuja occidentalis,,KB
176,1740,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176041.0502,895341.6014,-71.79059875,42.30819062,Thuja occidentalis,,KB
5866,3215,Ginkgo,NEW BOND ST,88,Worcester,Fall 2010,6/16/2014,Natural Area,SFR-D,NA,,NA,,NA,NA,Alive,N,NA,Poor,"Almost entirely buried and weighed by underbrush and invasive plants and vines, some green leaves barely visible. Inaccessible due to underbrush.",behind wall chipped area,Natural Area,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,JA CK FW,10/4/2023,JaAndrews_clarku,1,0,0,174361.1446,895342.2565,-71.81097422,42.30814318,Ginkgo biloba,,AP
937,11207,Dogwood,SACHEM AVE,11,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,3.2,38,0,0,13,14.5,Alive,N,1,Good,Not flowering like the other dogwoods we have seen around this time,AP RC CK,6/13/2023,apai_clarku,0,1,0,176597.5412,895343.0655,-71.78384916,42.30822067,Cornus florida,,LC/MW
177,1741,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176038.778,895343.2438,-71.79062638,42.30820533,Thuja occidentalis,,KB
1780,14158,White Pine,CHEYENNE RD,28,Worcester,Spring 2011,6/16/2014,Natural Area,SFR-D,3,4.5,NA,,11,7.2,Alive,N,1,Fair,Trunk is thickly surrounded by virginia creeper,backyd in wooded area-leave 30' from slope open-naturalize,Natural Area,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,JA CK FW,10/4/2023,JaAndrews_clarku,0,0,1,174338.8965,895345.0106,-71.81124419,42.30816725,Pinus strobus,,FA
185,1749,Crabapple,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,3.6,39,0,0,12.7,18.5,Alive,N,1,Good,Front yard tree,AR AN NG,6/7/2023,NGeron_clarku,0,1,0,176066.6248,895345.0633,-71.7902887,42.30822257,Malus sylvestris,,KB
171,1735,American Arborvitae,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,0,1,176037.4924,895345.7279,-71.79064207,42.30822766,Thuja occidentalis,,KB
1781,14164,Red Oak,CHEYENNE RD,28,Worcester,Spring 2011,6/16/2014,Natural Area,SFR-D,2.3,4.5,NA,,10,6.3,Alive,N,1,Fair,has virginia creeper/bittersweet growing on trunk,backyd in wooded area-leave 30' from slope open-naturalize-10 asst o,Natural Area,SFR-D,NA,NA,NA,NA,NA,NA,Standing Dead,NA,NA,NA,NA,JA CK FW,10/4/2023,JaAndrews_clarku,1,0,0,174345.7997,895345.7935,-71.8111605,42.30817452,Quercus rubra,,FA
1782,14167,Red Oak,CHEYENNE RD,28,Worcester,Spring 2011,6/16/2014,Natural Area,SFR-D,1.5,4.5,NA,,9,6.2,Alive,N,1,Fair,Diseased,backyd in wooded area-leave 30' from slope open-naturalize-10 asst o,Natural Area,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,JA CK FW,10/4/2023,JaAndrews_clarku,1,0,0,174352.6487,895346.2072,-71.81107744,42.30817847,Quercus rubra,,FA
5868,3219,Pin Oak,NEW BOND ST,88,Worcester,Fall 2010,6/16/2014,Natural Area,SFR-D,2.6,4.5,NA,,16,7.95,Alive,N,1,Good,,behind wall chipped area,Natural Area,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,JA CK FW,10/4/2023,JaAndrews_clarku,1,0,0,174373.4104,895346.5481,-71.81082564,42.30818222,Quercus palustris,,AP
960,11408,Kousa Dogwood,GREENDALE AVE,20,Worcester,Fall 2011,6/24/2015,,,0,,0,,0,0,Removed,NA,,,  ,,SY,SFR-D,0,0,0,0,0,0,Unknown,N,,,b'4e6f20646f67776f6f64206f6e207468652070726f70657274792e2050726576696f7573207375727665792073616964206d697373696e672c20697489dbaa73207374696c6c206e6f7420686572652e',KS CK AP,6/7/2023,KSmart_clarku,0,1,0,175540.9145,895346.787,-71.79666508,42.3082218,Cornus kousa,,NT
186,1750,Ginkgo,CHATHAM VILLAGE RD,21,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,1,0,0,176048.9969,895347.5658,-71.79050261,42.30824456,Ginkgo biloba,,DC
138,1494,Kousa Dogwood,BURNCOAT ST,326,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,1,0,176126.0755,895348.2236,-71.78956775,42.30825284,Cornus kousa,,DC
2324,1054153,Zelkova,BURNCOAT ST,321,Worcester,Spring 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,N,,,,CB RC TH AR,6/20/2023,THonnef_clarku,1,0,0,176215.2969,895348.5012,-71.7884856,42.30825806,Zelkova serrata,,MW
205,1901,Sargent Cherry,CONSTITUTION AVE,300,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,MP,MFR,0,0,0,0,0,0,Removed,N,,,,KS RC JA,6/29/2023,KSmart_clarku,0,1,0,177339.2856,895348.5048,-71.7748528,42.30829151,Prunus sargentii,,CP
1785,14149,White Pine,CHEYENNE RD,28,Worcester,Spring 2011,6/16/2014,Natural Area,SFR-D,3.4,4.5,NA,,12,8.7,Alive,N,1,Good,,backyd in wooded area-leave 30' from slope open-naturalize,Natural Area,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,JA CK FW,10/4/2023,JaAndrews_clarku,0,0,1,174361.9485,895350.0311,-71.81096482,42.3082132,Pinus strobus,,FA
1211,13049,Cherry,CONSTITUTION AVE,300,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,MP,MFR,0,0,0,0,0,0,Removed,N,,,,JAKARC,6/29/2023,JaAndrews_clarku,0,1,0,177441.954,895351.5629,-71.77360766,42.30832201,Prunus spp.,,CP/MW
916,11041,Honeylocust,AIRLIE ST,131,Worcester,Fall 2011,6/24/2015,Front yard,Single-family,1.15,4.5,0,,11,7.458333333,Alive,N,1,Good,  ,,FY,SFR-D,5.3,26,0,0,18.9,19.5,Alive,N,1,Good,,CB CK AR,6/6/2023,CBate_clarku,1,0,0,175925.0505,895352.0309,-71.79200613,42.30828095,Gleditsia triacanthos,,AP
1787,14166,Red Oak,CHEYENNE RD,28,Worcester,Spring 2011,6/16/2014,Natural Area,SFR-D,1.8,4.5,NA,,14,7.65,Alive,N,1,Fair,Has bittersweet/virginia creeper growing on trunk. Grows in area overcrowded with underbrush.,backyd in wooded area-leave 30' from slope open-naturalize-10 asst o,Natural Area,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,JA CK FW,10/4/2023,JaAndrews_clarku,1,0,0,174331.353,895352.4941,-71.81133602,42.30823437,Quercus rubra,,FA
1788,14151,White Pine,CHEYENNE RD,28,Worcester,Spring 2011,6/16/2014,Natural Area,SFR-D,1.8,4.5,NA,,9,5.7,Alive,N,1,Fair,Grows in are crowded with underbrush,backyd in wooded area-leave 30' from slope open-naturalize-10 WP,Natural Area,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,JA CK FW,10/4/2023,JaAndrews_clarku,0,0,1,174340.7467,895352.7632,-71.81122209,42.3082371,Pinus strobus,,FA
