OBJECTID,ID,SPECIES,STREET,HOUSE_NUMBER,TOWN,SEASON_PLANTED,ObservationDate_baseline,SiteType_baseline,LandUse_baseline,DBH_baseline,DBH_Height_baseline,DBH2_baseline,DBH2_Height_baseline,Height_baseline,Width_baseline,Mortality_baseline,BasalSprouts_baseline,Vigor_baseline,Condition_baseline,Comments_baseline,NOTES_baseline,SiteType_2023,LandUse_2023,DBH_2023,DBH_Height_2023,DBH2_2023,DBH2_Height_2023,Height_2023,Width_2023,Mortality_2023,BasalSprouts_2023,Vigor_2023,Condition_2023,Comments_2023,Crew_Initials_2023,EditDate,Editor,SHADE,ORNAMENTAL,EVERGREEN,LONGITUDE,LATITUDE,POINT_X,POINT_Y,Scientific.Name
1297,13221,Honeylocust,FRANCIS ST,103,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,5.8,54,0,0,38.9,25,Alive,0,1,Good,,NG TH AR,6/8/2023,THonnef_clarku,1,0,0,175900.5918,895566.2866,-71.7923117,42.3102091,Gleditsia
1298,13223,Blackgum,BELLINGHAM RD,28,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN TH,6/14/2023,THonnef_clarku,1,0,0,176306.9998,894974.8127,-71.78735808,42.30489659,Nyssa sylvatica
1299,13225,Blackgum,HOUSATONIC ST,54,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN JA CK,7/6/2023,ANelson_clarku,1,0,0,176443.4002,895902.5796,-71.78574146,42.31325325,Nyssa sylvatica
1300,13226,Blackgum,HOUSATONIC ST,54,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN JA CK,7/6/2023,ANelson_clarku,1,0,0,176433.4898,895899.2376,-71.78586154,42.31322286,Nyssa sylvatica
1301,13227,Ginkgo,HOUSATONIC ST,54,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN JA CK,7/6/2023,ANelson_clarku,1,0,0,176442.8666,895873.0049,-71.78574674,42.31298697,Ginkgo biloba
1302,13228,Honeylocust,HOUSATONIC ST,54,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,8.4,54,0,0,26.9,30.5,Alive,0,1,Good,,AN JA CK,7/6/2023,ANelson_clarku,1,0,0,176454.7174,895883.3036,-71.78560341,42.31308005,Gleditsia
1303,13229,Pin Oak,HOUSATONIC ST,54,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,13.2,54,0,0,36,30.5,Alive,0,1,Good,,AN JA CK,7/6/2023,ANelson_clarku,1,0,0,176432.7323,895886.3311,-71.7858702,42.31310664,Quercus palustris
1304,13230,Serbian Spruce,HOUSATONIC ST,54,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,5.3,54,0,0,13.5,13.5,Alive,0,1,Good,,AN JA CK,7/6/2023,ANelson_clarku,0,0,1,176466.8035,895899.0949,-71.78545744,42.31322258,Picea omorika
1305,13265,Blackgum,NORTH PKWY,14,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CB CK AS,6/29/2023,CBate_clarku,1,0,0,176192.0666,893886.8341,-71.78870736,42.29509819,Nyssa sylvatica
1306,13266,Ginkgo,NORTH PKWY,14,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0.6,54,0.8,54,7.8,8.5,Alive,0,1,Good,looks like animal gnawed on trunk,CB CK AS,6/29/2023,CBate_clarku,1,0,0,176216.0588,893861.9717,-71.7884154,42.29487509,Ginkgo biloba
1307,13267,Serbian Spruce,NORTH PKWY,14,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,5.6,54,0,0,20.9,13.5,Alive,0,1,Good,,CB CK AS,6/29/2023,CBate_clarku,0,0,1,176219.778,893883.9398,-71.7883712,42.29507298,Picea omorika
1308,13268,Pin Oak,SAINT NICHOLAS AVE,184,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP CK RC,6/13/2023,apai_clarku,1,0,0,176808.8109,895498.1994,-71.78129289,42.30962362,Quercus palustris
1309,13269,Cherry,ROWENA ST,7,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CBRC CK,6/15/2023,CBate_clarku,0,1,0,176545.0959,895479.4311,-71.78449079,42.30944677,Prunus
1310,13270,Swamp White Oak,MONTEREY RD,36,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,12.9,54,0,0,29.9,30,Alive,0,1,Good,,AN AR,6/27/2023,ANelson_clarku,1,0,0,176294.9459,894723.8935,-71.78749401,42.30263724,Quercus bicolor
1311,13271,Swamp White Oak,MONTEREY RD,36,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,7.5,54,0,0,20.2,23.25,Alive,0,1,Good,"Point in wrong location, near other swamp oak",AN AR,6/27/2023,ANelson_clarku,1,0,0,176313.2774,894727.1922,-71.78727182,42.3026675,Quercus bicolor
1312,13272,Japanese Tree Lilac,LONGMEADOW AVE,37,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4,54,0,0,14,11.5,Alive,0,1,Good,,AN TH,6/14/2023,THonnef_clarku,0,1,0,176511.0896,894982.2318,-71.78488311,42.30496955,Syringa reticulata
1313,13273,Japanese Tree Lilac,LONGMEADOW AVE,37,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2,54,0,0,12,5,Alive,0,4,Poor,,AN TH,6/14/2023,THonnef_clarku,0,1,0,176507.056,894989.1045,-71.78493231,42.3050313,Syringa reticulata
1314,13274,Hophornbeam,BEVERLY RD,48,Worcester,Fall 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Stump,0,0,,,CB CK AS,6/29/2023,CBate_clarku,1,0,0,176846.7189,893777.4133,-71.78076439,42.29413277,Ostrya
1315,13294,Blackgum,MARLAND RD,22,Worcester,Fall 2011,6/17/2015,b'497489dbaa7320686572652c206e6f742073757265202069662069747320612044435220747265732073696e636520746865',,0,,0,,0,0,Removed/Missing,,,,  ,,BY,MFR,5.2,54,0,0,16.9,14,Alive,1,1,Good,b'497489dbaa7320686572652c206e69742073757265202069662069747320612044435220747265652073696e636520746865206c6f636174696f6e20697320616c736f20736c696768746c7920646966666572656e742e',AP CB AR,6/22/2023,apai_clarku,1,0,0,175741.6928,896343.5185,-71.79427156,42.31720146,Nyssa sylvatica
1316,13295,Blackgum,MARLAND RD,22,Worcester,Fall 2011,6/17/2015,Back yard,Multi-family,1.18,,0,,9,5.208333333,Alive,N,1,Good, Outer leaves tinted red ,,BY,MFR,0,0,0,0,0,0,Removed,0,0,,,,6/22/2023,apai_clarku,1,0,0,175738.2538,896335.7526,-71.79431295,42.31713144,Nyssa sylvatica
1317,13296,Blackgum,MARLAND RD,22,Worcester,Fall 2011,6/17/2015,,,0,,0,,0,0,Removed/Missing,,,,  ,,SY,MFR,3.7,54,2.9,54,16.9,20.75,Alive,1,1,Good,previous survey says it was removed but its here? It could be newer,AP CB AR,6/22/2023,apai_clarku,1,0,0,175751.2346,896322.5023,-71.79415493,42.31701255,Nyssa sylvatica
1318,13297,Hophornbeam,MARLAND RD,22,Worcester,Fall 2011,6/17/2015,Front yard,Multi-family,1.5,,0,,15.33333333,6.375,Alive,N,1,Good,  ,,FY,MFR,7,54,0,0,18.2,22.75,Alive,0,1,Good,"Points are all across the street, but house # is right",AP CB AR,6/22/2023,apai_clarku,1,0,0,175738.7777,896318.0528,-71.79430586,42.31697211,Ostrya
1319,13298,Hornbeam,MARLAND RD,22,Worcester,Fall 2011,6/17/2015,Back yard,Multi-family,0.93,,0,,10.25,5.458333333,Alive,N,1,Good, Weed wacker damage ,,SY,MFR,3.3,54,0,0,14.8,13.5,Alive,1,1,Good,,AP CB AR,6/22/2023,apai_clarku,1,0,0,175750.7676,896328.2491,-71.79416084,42.31706427,Carpinus
1320,13299,Hornbeam,MARLAND RD,22,Worcester,Fall 2011,6/17/2015,Back yard,Multi-family,0.8,,0,,9,3.666666667,Alive,N,1,Good," Drooping leaves, dead leaves on end of branches, fungus ",,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,Dead,,AR CB AP,6/22/2023,ARichmondCrosset_clarku,1,0,0,175748.5418,896338.6289,-71.79418827,42.31715765,Carpinus
1321,13304,Littleleaf Linden,RANDALL ST,25,Worcester,Fall 2011,7/18/2015,Front yard,Multi-family,1.6,,0,,11,5.375,Alive,Y,1,Good,"Upper leaves yellowing One closer to road, holes in leaves ",,FY,MFR,9.4,39,0,0,23.5,19,Alive,1,1,Good,,CK AN RC,6/8/2023,CKluchman_clarku,1,0,0,175551.6037,895737.3928,-71.7965519,42.31173869,Tilia cordata
1322,13305,Littleleaf Linden,RANDALL ST,25,Worcester,Fall 2011,6/17/2014,Back Yard,Multi-family,1.27,4.5,0,0,11.5,5.21,Alive,N,1,Good,  ,,BY,MFR,8.7,54,0,0,30.5,19.75,Alive,0,1,Good,,CK AN RC,6/8/2023,CKluchman_clarku,1,0,0,175548.8767,895742.8889,-71.79658521,42.31178809,Tilia cordata
1323,13419,American Arborvitae,AIRLIE ST,112,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CB CK AR,6/6/2023,CBate_clarku,0,0,1,175868.6113,895268.2445,-71.79268719,42.30752489,Thuja occidentalis
1324,13420,American Arborvitae,AIRLIE ST,112,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CB CK AR,6/6/2023,CBate_clarku,0,0,1,175859.188,895270.0961,-71.79280157,42.30754127,Thuja occidentalis
1325,13421,White Fir,AIRLIE ST,112,Worcester,Spring 2011,6/25/2014,Back Yard,Single-family,0,0,0,0,0,0,Removed/Missing,N,0,0,  ,,SY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,,6/6/2023,NGeron_clarku,0,0,1,175852.7595,895285.5772,-71.79288018,42.30768044,Abies concolor
1326,13422,American Arborvitae,AIRLIE ST,112,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CB CK AR,6/6/2023,CBate_clarku,0,0,1,175870.465,895268.7584,-71.79266473,42.30752957,Thuja occidentalis
1327,13423,American Arborvitae,AIRLIE ST,112,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CB CK AR,6/6/2023,CBate_clarku,0,0,1,175866.2963,895266.097,-71.79271518,42.30750549,Thuja occidentalis
1328,13424,American Arborvitae,AIRLIE ST,112,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CB CK AR,6/6/2023,CBate_clarku,0,0,1,175864.2622,895264.2963,-71.79273978,42.30748921,Thuja occidentalis
1329,13425,American Arborvitae,AIRLIE ST,112,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CB CK AR,6/6/2023,CBate_clarku,0,0,1,175861.2637,895265.5625,-71.7927762,42.30750052,Thuja occidentalis
1330,13426,American Arborvitae,AIRLIE ST,112,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CB CK AR,6/6/2023,CBate_clarku,0,0,1,175860.815,895266.7826,-71.79278169,42.30751149,Thuja occidentalis
1331,13427,Fringetree,AIRLIE ST,112,Worcester,Spring 2011,6/25/2014,Back Yard,Single-family,0,0,0,0,0,0,Removed/Missing,N,0,0,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,replaced with cherries,CB CKAR,6/6/2023,CBate_clarku,0,1,0,175849.9876,895290.6707,-71.79291401,42.30772621,Chionanthus virginicus
1332,13428,Blackgum,AIRLIE ST,63,Worcester,Spring 2011,6/23/2015,Back Yard,Single-family,0.43,4,0,,4.833333333,3.791666667,Alive,N,3,Poor,  ,,BY,SFR-D,7,15,0,0,25,18.66,Alive,0,1,Good,"Not a blackgum, tree was switched out when DCR planted it",AP AN RC,6/6/2023,apai_clarku,1,0,0,175631.1677,895254.5048,-71.79556652,42.30739382,Nyssa sylvatica
1333,13429,Kousa Dogwood,AIRLIE ST,68,Worcester,Spring 2011,6/23/2015,Front yard,Single-family,0.51,4.5,0,,7.583333333,6.25,Alive,Y,1,Fair, All brown; ;limited bloom; see picture ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,b'446f67776f6f64206469656420616e6420776173207265706c61636564206279207265736964656e742d207765206469646e89dbaa74206d65617375726520746865206e657720646f67776f6f642062757420697420697320616c697665',,6/6/2023,ANelson_clarku,0,1,0,175628.613,895274.019,-71.79559833,42.30756943,Cornus kousa
1334,13430,Carolina Silverbell,AIRLIE ST,71,Worcester,Spring 2011,6/23/2015,Back Yard,Single-family,1.61,4.5,0,,12.41666667,9.333333333,Alive,N,1,Good,  ,,BY,SFR-D,6.3,14,2.1,14,13.3,14.5,Alive,0,2,Fair,"Too close to another tree so the branches that are next to it are all dead, those branches are also curving out away from the tree next to it, so not really natural growth.",AP AN RC,6/6/2023,apai_clarku,0,1,0,175671.8024,895312.9163,-71.79507612,42.30792096,Halesia carolina
1335,13431,Carolina Silverbell,AIRLIE ST,71,Worcester,Spring 2011,6/23/2015,Back Yard,Single-family,1.23,4.5,0,,9,8.875,Alive,N,1,Good,  ,,BY,SFR-D,6.6,26,0,0,19.7,16.33,Alive,0,1,Good,"Crowded, looks pruned",AP AN RC,6/6/2023,apai_clarku,0,1,0,175671.0014,895323.4567,-71.79508628,42.30801583,Halesia carolina
1336,13432,Dogwood,AIRLIE ST,71,Worcester,Spring 2011,6/23/2015,Back Yard,Single-family,0.59,4.5,0,,8,10.20833333,Alive,N,1,Good,No flowers  ,,BY,SFR-D,4.4,6,1.5,6,15.7,22.25,Alive,1,1,Good,"Multiple trunks, branches out",AP AN RC,6/6/2023,apai_clarku,0,1,0,175660.6653,895308.2602,-71.79521101,42.30787869,Cornus
1337,13433,Sweetgum,AIRLIE ST,71,Worcester,Spring 2011,6/23/2015,Back Yard,Single-family,0,,0,,0,0,Standing Dead,Y,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,"Not to be found, we assumed it was removed",AP AN RC,6/6/2023,apai_clarku,1,0,0,175660.0356,895325.8806,-71.79521939,42.30803731,Liquidambar styraciflua
1338,13434,Dogwood,AIRLIE ST,71,Worcester,Spring 2011,6/25/2014,Back Yard,Single-family,0,0,0,0,0,0,Removed/Missing,N,0,0,  ,,BY,SFR-D,4.6,18,1,18,15.5,18.5,Alive,1,1,Fair,Not removed? Replaced??,AP AN RC,6/6/2023,apai_clarku,0,1,0,175660.4648,895318.6241,-71.79521388,42.30797199,Cornus
1339,13435,White Fir,AIRLIE ST,74,Worcester,Spring 2011,6/23/2015,Back Yard,Single-family,1.9,4.5,0,,10.5,6.375,Alive,N,1,Good,  ,,BY,SFR-D,5.3,54,0,0,14.6,11.5,Alive,0,1,Good,,CB CK AR,6/6/2023,CBate_clarku,0,0,1,175690.7648,895234.1153,-71.79484283,42.30721212,Abies concolor
1340,13436,Linden,AIRLIE ST,74,Worcester,Spring 2011,6/23/2015,Back Yard,Single Family,1.86,4.5,0,,14.33333333,6.833333333,Alive,N,1,Good,  ,,BY,SFR-D,4.5,16,3.5,16,23.8,19.5,Alive,1,1,Good,"Multiple trunks also, very spread out, maybe not pruned",AP AN RC,6/6/2023,apai_clarku,1,0,0,175680.7179,895277.2659,-71.79496649,42.30760028,Tilia
1341,13437,Littleleaf Linden,AIRLIE ST,74,Worcester,Spring 2011,6/23/2015,Back Yard,Single Family,2.25,4.5,0,,11.5,7.791666667,Alive,N,1,Good, Volcano mulching ,,BY,SFR-D,6.6,35,0,0,23,20,Alive,0,1,Good,bark mulch at base,CB CK AR,6/6/2023,CBate_clarku,1,0,0,175690.3234,895258.7913,-71.79484922,42.30743426,Tilia cordata
1342,13438,Dogwood,AIRLIE ST,74,Worcester,Spring 2011,6/23/2015,Back Yard,Single Family,0,,0,,0,0,Unkown,,,, Could not figure out which tree was which. ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CB CK AR,6/6/2023,CBate_clarku,0,1,0,175686.6898,895265.8316,-71.79489358,42.30749753,Cornus
1343,13439,Dogwood,AIRLIE ST,74,Worcester,Spring 2011,6/23/2015,Front Yard,Single-Family,1.5,,NA,,12,8.375,Alive,Y,1,Good,  ,,FY,SFR-D,5.1,24,0,0,15.3,19,Alive,0,1,Good,bark as mulch on bottom of tree,CB CK AR,6/6/2023,CBate_clarku,0,1,0,175684.4521,895272.1285,-71.79492099,42.30755415,Cornus
1344,13440,Crabapple,AIRLIE ST,74,Worcester,Spring 2011,6/23/2015,Front Yard,Single-Family,1.25,2.75,NA,,9,5.666666667,Alive,N,1,Good,  ,,FY,SFR-D,6.1,36,0,0,20.8,19.75,Alive,0,1,Fair,"Looks like there were basal sprouts which were trimmed off, not sure if this one is a crabapple or a berry",,6/6/2023,apai_clarku,0,1,0,175681.992,895238.2108,-71.7949494,42.30724871,Malus sylvestris 
1345,13441,Serviceberry,AIRLIE ST,87,Worcester,Spring 2011,6/23/2015,Back Yard,Single Family,1.3,4.5,0,,9.166666667,8.625,Alive,N,1,Good,  ,,BY,SFR-D,1.3,40,1,40,8,17.5,Alive,0,1,Good,,CB RC AR,7/6/2023,CBate_clarku,0,1,0,175718.37,895322.6722,-71.79451172,42.30801024,Amelanchier
1346,13442,Serviceberry,AIRLIE ST,87,Worcester,Spring 2011,6/23/2015,Back Yard,Single Family,0.4,4.5,0,,6.833333333,7.791666667,Alive,N,1,Good,  ,,BY,SFR-D,3.3,34,0,0,10.1,16.25,Alive,0,1,Good,,CB RC AR,7/6/2023,CBate_clarku,0,1,0,175719.1484,895313.6021,-71.7945019,42.30792861,Amelanchier
1347,13443,Sweetgum,AIRLIE ST,87,Worcester,Spring 2011,6/25/2014,Back Yard,Single-family,0,0,0,0,0,0,Removed/Missing,N,0,0,  ,,BY,SFR-D,5.6,0,0,0,23.2,17.75,Alive,0,1,Good,bittersweet vines,CB RC AR,7/6/2023,CBate_clarku,1,0,0,175733.3529,895327.6926,-71.7943302,42.3080559,Liquidambar styraciflua
1348,13495,Sargent Cherry,APTHORP CR,25,Worcester,Spring 2011,6/29/2015,Back Yard,Single-Family,1.39,,0,,9.5,9,Alive,No,1,Good,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,1,0,176155.489,897969.7339,-71.78931885,42.33185469,Prunus sargentii
1349,13496,Dawn Redwood,APTHORP ST,25,Worcester,Spring 2011,6/29/2015,,,0,,0,,0,0,Removed/missing,,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,0,1,176179.1219,897953.6835,-71.78903144,42.33171092,Metasequoia glyptostroboides
1350,13497,Japanese Tree Lilac,APTHORP ST,25,Worcester,Spring 2011,6/29/2015,,,0,,0,,0,0,Removed/missing,,,,  ,,BY,SFR-D,3,54,0,0,12.9,15,Alive,0,1,Fair,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,1,0,176152.8239,897961.5052,-71.78935085,42.33178053,Syringa reticulata
1351,13498,Kousa Dogwood,APTHORP ST,25,Worcester,Spring 2011,6/29/2015,Front Yard,Single-Family,0.87,,0.89,,10.41666667,8.083333333,Alive,Yes,1,Good,  ,,FY,SFR-D,2.5,54,2.1,54,14.1,18,Alive,1,1,Good,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,1,0,176139.9302,897915.5131,-71.7895054,42.33136608,Cornus kousa
1352,13499,Sargent Cherry,APTHORP ST,25,Worcester,Spring 2011,6/29/2015,Back Yard,Single-Family,1.89,-1.5,0,,10,7.916666667,Alive,No,1,Good, Really shaded ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,1,0,176150.3122,897951.2891,-71.7893809,42.33168848,Prunus sargentii
1353,13500,White Fir,APTHORP ST,25,Worcester,Spring 2011,6/29/2015,Back Yard,Single-Family,0.5,,0,,5.5,5.083333333,Alive,No,2,Fair,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,0,1,176181.1837,897941.9484,-71.78900594,42.33160533,Abies concolor
1354,13501,White Fir,APTHORP ST,25,Worcester,Spring 2011,6/29/2015,Back Yard,Single-Family,1.26,,0,,10.16666667,5,Alive,No,1,Good,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CK AN KS NG,6/22/2023,CKluchman_clarku,0,0,1,176181.3272,897931.9774,-71.78900379,42.33151557,Abies concolor
1355,13523,Dogwood,ARDEN CT,6,Worcester,Spring 2011,6/17/2015,Front Yard,Single-Family,0.84,4.5,0.85,4.5,10.08333333,4.916666667,Alive,Yes,1,Good, Slight basal sprouting ,,FY,SFR-D,4.1,32,0,0,14.6,19.25,Alive,1,1,Fair,Looks a little parched,AP AR CB,6/22/2023,apai_clarku,0,1,0,175908.497,896454.8092,-71.79225274,42.31820855,Cornus
1356,13524,Dogwood,ARDEN CT,6,Worcester,Spring 2011,6/17/2015,Front Yard,Single-Family,0.78,4.5,0,,9.25,5.583333333,Alive,No,1,Good,  ,,FY,SFR-D,5.2,15,0,0,12.8,18,Alive,1,1,Good,"Doing better than 13523, lots os basal sprouts, codominant stems",AP AR CB,6/22/2023,apai_clarku,0,1,0,175908.063,896448.7626,-71.79225775,42.3181541,Cornus
1357,13525,Dogwood,ARDEN CT,6,Worcester,Spring 2011,6/17/2015,Front Yard,Single-Family,0.7,4.5,0.68,4.5,7.166666667,4.708333333,Alive,Yes,1,Good, Slight basal sprouting ,,FY,SFR-D,4,20,0,0,15.1,15,Alive,0,1,Good,Also looks parched,AP AR CB,6/22/2023,apai_clarku,0,1,0,175910.6847,896444.4036,-71.79222577,42.31811494,Cornus
1358,13526,Fringetree,ARDEN CT,6,Worcester,Spring 2011,6/17/2015,Back Yard,Single-Family,0.7,4.5,0,,7.833333333,8.25,Alive,No,1,Good,  ,,BY,SFR-D,2.5,40,1.1,54,12,12.75,Alive,1,1,Good,,AP AR CB,6/22/2023,apai_clarku,0,1,0,175936.8343,896451.273,-71.79190884,42.31817759,Chionanthus virginicus
1359,13529,Dogwood,ARDEN RD,13,Worcester,Spring 2011,6/17/2015,Back Yard,Single-family,1.48,4.5,0,,11,8,Alive,N,1,Good,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP AR CB,6/22/2023,apai_clarku,0,1,0,175898.2118,896366.0423,-71.79237382,42.31740908,Cornus
1360,13530,Hornbeam,ARDEN RD,13,Worcester,Spring 2011,6/17/2015,Front Yard,Single Family,1,4.5,0,,7,6.5,Alive,N,1,Good, Plastic/rubber tubing wrapped around trunk ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP AR CB,6/22/2023,apai_clarku,1,0,0,175911.757,896386.363,-71.79221035,42.31759244,Carpinus
1361,13531,Sweetgum,ARDEN RD,13,Worcester,Spring 2011,6/17/2015,Front Yard,Single Family,2.3,4.5,0,,13.41666667,8.125,Stump,Y,4,Critical, There is no canopy; only basal sprouting ,,FY,SFR-D,10.1,54,0,0,26.2,20,Alive,0,1,Good,"Probably not a DCR tree then, since the location was different",AP AR CB,6/22/2023,apai_clarku,1,0,0,175891.5368,896393.3657,-71.79245592,42.31765486,Liquidambar styraciflua
1362,13532,Tulip,ARDEN RD,13,Worcester,Spring 2011,6/17/2015,Front Yard,Single Family,3.5,4.5,0,,17.5,13.33333333,Alive,N,1,Good,  ,,SY,SFR-D,13.2,54,0,0,37.8,30.5,Alive,0,1,Good,,AP AR CB,6/22/2023,apai_clarku,1,0,0,175892.9256,896383.276,-71.79243866,42.31756407,Liriodendron
1363,13533,Tulip,ARDEN RD,13,Worcester,Spring 2011,6/17/2015,Front yard,Single-family,3.9,4.5,0,,19,11.5,Alive,N,1,Good,  ,,SY,SFR-D,12.9,54,0,0,37.6,26,Alive,1,1,Good,,AP AR CB,6/22/2023,apai_clarku,1,0,0,175892.3119,896388.7933,-71.79244633,42.31761372,Liriodendron
1364,13534,Dogwood,ARDEN RD,13,Worcester,Spring 2011,6/17/2015,Back Yard,Single Family,1.62,4.5,0,,10.5,8.5,Alive,Y,1,Good, Seems to be alive but there was significant basal sprouting ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP AR CB,6/22/2023,apai_clarku,0,1,0,175891.8648,896365.0732,-71.79245077,42.31740016,Cornus
1365,13556,Snow Goose Cherry,AROOSTOOK ST,36,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-A,6.5,54,0,0,13.2,12,Alive,1,1,Good,"Wrong tree, right tree on 34 arrowsic st",JA AN AR,6/21/2023,ARichmondCrosset_clarku,0,1,0,175709.8228,897991.9662,-71.79472726,42.33204111,prunus serrulata
1366,13561,Snow Goose Cherry,ASHBURNHAM RD,10,Worcester,Spring 2011,6/24/2015,Back Yard,Single-Family,5.1,,0,,18,19.125,Alive,,1,Good,  ,,SY,SFR-D,14.5,36,0,0,27,30,Alive,1,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,0,1,0,175518.9048,893567.8645,-71.79685694,42.29220575,prunus serrulata
1367,13562,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,ANCBRC,6/26/2023,racolon_clarku,0,0,1,175451.5194,893549.5549,-71.79767327,42.2920388,Abies concolor
